region,instance_type
eu-west-3,m5.12xlarge
eu-west-3,m5ad.large
eu-west-3,t3.small
eu-west-3,r6i.large
eu-west-3,r7i.16xlarge
eu-west-3,c7i.16xlarge
eu-west-3,r5a.16xlarge
eu-west-3,m6gd.metal
eu-west-3,r5dn.2xlarge
eu-west-3,g6.12xlarge
eu-west-3,m5.large
eu-west-3,r5n.2xlarge
eu-west-3,r5a.8xlarge
eu-west-3,c7i-flex.4xlarge
eu-west-3,m7g.4xlarge
eu-west-3,c5n.18xlarge
eu-west-3,x2iedn.8xlarge
eu-west-3,t4g.nano
eu-west-3,c6gd.12xlarge
eu-west-3,i3.4xlarge
eu-west-3,i4i.large
eu-west-3,i3en.12xlarge
eu-west-3,c5n.9xlarge
eu-west-3,c6gd.medium
eu-west-3,c7i.24xlarge
eu-west-3,m5d.8xlarge
eu-west-3,t3.medium
eu-west-3,c5.metal
eu-west-3,i3.large
eu-west-3,t4g.small
eu-west-3,d3.8xlarge
eu-west-3,m7i.8xlarge
eu-west-3,m7g.metal
eu-west-3,c5a.8xlarge
eu-west-3,t3a.nano
eu-west-3,c5a.24xlarge
eu-west-3,r5n.24xlarge
eu-west-3,m5d.4xlarge
eu-west-3,m7i.4xlarge
eu-west-3,g6.4xlarge
eu-west-3,m7i-flex.8xlarge
eu-west-3,hpc6id.32xlarge
eu-west-3,m7g.medium
eu-west-3,r5a.xlarge
eu-west-3,r5ad.xlarge
eu-west-3,inf1.xlarge
eu-west-3,i4i.8xlarge
eu-west-3,m5d.24xlarge
eu-west-3,g4dn.8xlarge
eu-west-3,m5.8xlarge
eu-west-3,g4dn.16xlarge
eu-west-3,d3.xlarge
eu-west-3,r5a.2xlarge
eu-west-3,c6in.xlarge
eu-west-3,m7i-flex.xlarge
eu-west-3,i3.xlarge
eu-west-3,r6gd.2xlarge
eu-west-3,r5.24xlarge
eu-west-3,u-9tb1.112xlarge
eu-west-3,m5a.2xlarge
eu-west-3,c6g.large
eu-west-3,m7g.2xlarge
eu-west-3,is4gen.4xlarge
eu-west-3,c5n.large
eu-west-3,c5.4xlarge
eu-west-3,m6gd.4xlarge
eu-west-3,t2.medium
eu-west-3,c6in.32xlarge
eu-west-3,r4.2xlarge
eu-west-3,is4gen.large
eu-west-3,c6gd.2xlarge
eu-west-3,i3en.24xlarge
eu-west-3,r5dn.4xlarge
eu-west-3,r5d.24xlarge
eu-west-3,c6i.large
eu-west-3,r6g.16xlarge
eu-west-3,i4i.32xlarge
eu-west-3,inf1.24xlarge
eu-west-3,r5a.4xlarge
eu-west-3,inf1.6xlarge
eu-west-3,c5a.16xlarge
eu-west-3,m6i.32xlarge
eu-west-3,m7i.xlarge
eu-west-3,c5n.2xlarge
eu-west-3,m5.metal
eu-west-3,c7g.2xlarge
eu-west-3,m5ad.8xlarge
eu-west-3,c6gn.large
eu-west-3,m6gd.2xlarge
eu-west-3,hpc7a.24xlarge
eu-west-3,hpc7a.96xlarge
eu-west-3,r5a.12xlarge
eu-west-3,r5dn.large
eu-west-3,i4i.metal
eu-west-3,m7i-flex.2xlarge
eu-west-3,m7g.xlarge
eu-west-3,r6g.metal
eu-west-3,c6i.2xlarge
eu-west-3,r5.16xlarge
eu-west-3,m7i-flex.12xlarge
eu-west-3,c6gd.metal
eu-west-3,d2.xlarge
eu-west-3,m6gd.large
eu-west-3,c6g.metal
eu-west-3,m7i.metal-24xl
eu-west-3,t3a.micro
eu-west-3,t2.xlarge
eu-west-3,g4dn.4xlarge
eu-west-3,x2iedn.4xlarge
eu-west-3,c6i.4xlarge
eu-west-3,r5dn.8xlarge
eu-west-3,im4gn.large
eu-west-3,r6gd.large
eu-west-3,r6g.large
eu-west-3,m5a.24xlarge
eu-west-3,g4dn.12xlarge
eu-west-3,m7gd.4xlarge
eu-west-3,c7i-flex.16xlarge
eu-west-3,c5.12xlarge
eu-west-3,x2idn.24xlarge
eu-west-3,c7i-flex.xlarge
eu-west-3,c6gn.4xlarge
eu-west-3,g6.2xlarge
eu-west-3,r7i.xlarge
eu-west-3,r5.4xlarge
eu-west-3,m7gd.medium
eu-west-3,r5dn.12xlarge
eu-west-3,c6gd.4xlarge
eu-west-3,m6g.medium
eu-west-3,m5d.xlarge
eu-west-3,c5a.12xlarge
eu-west-3,r5a.large
eu-west-3,m6g.metal
eu-west-3,r5dn.xlarge
eu-west-3,m6g.large
eu-west-3,r6gd.12xlarge
eu-west-3,m7g.12xlarge
eu-west-2,c7i.metal-24xl
eu-west-2,m6i.16xlarge
eu-west-2,i3.2xlarge
eu-west-2,r5ad.2xlarge
eu-west-2,inf2.8xlarge
eu-west-2,c7g.xlarge
eu-west-2,c6in.12xlarge
eu-west-2,r6i.12xlarge
eu-west-2,c5.9xlarge
eu-west-2,r6i.32xlarge
eu-west-2,t3a.2xlarge
eu-west-2,c6id.24xlarge
eu-west-2,i4i.4xlarge
eu-west-2,m6id.12xlarge
eu-west-2,i3en.xlarge
eu-west-2,x2iedn.metal
eu-west-2,z1d.xlarge
eu-west-2,c6in.metal
eu-west-2,m6a.4xlarge
eu-west-2,c6a.xlarge
eu-west-2,r4.16xlarge
eu-west-2,m6id.8xlarge
eu-west-2,x2iedn.24xlarge
eu-west-2,m8g.large
eu-west-2,i4i.12xlarge
eu-west-2,d2.8xlarge
eu-west-2,t3.2xlarge
eu-west-2,r7i.48xlarge
eu-west-2,m6a.48xlarge
eu-west-2,c7i.large
eu-west-2,m5a.8xlarge
eu-west-2,r5d.4xlarge
eu-west-2,c5d.2xlarge
eu-west-2,m7i.48xlarge
eu-west-2,r6i.2xlarge
eu-west-2,m6i.2xlarge
eu-west-2,r6g.8xlarge
eu-west-2,inf2.xlarge
eu-west-2,x2idn.16xlarge
eu-west-2,r5n.16xlarge
eu-west-2,m6i.metal
eu-west-2,g4ad.8xlarge
eu-west-2,m7i-flex.large
eu-west-2,r4.4xlarge
eu-west-2,m5a.4xlarge
eu-west-2,c7g.16xlarge
eu-west-2,t3a.small
eu-west-2,i3en.large
eu-west-2,m5ad.xlarge
eu-west-2,u-6tb1.112xlarge
eu-west-2,t2.nano
eu-west-2,r6gd.medium
eu-west-2,z1d.2xlarge
eu-west-2,x2iedn.16xlarge
eu-west-2,m6i.24xlarge
eu-west-2,c7g.metal
eu-west-2,c7i-flex.12xlarge
eu-west-2,c6gn.2xlarge
eu-west-2,c5n.4xlarge
eu-west-2,x2iedn.xlarge
eu-west-2,r5.metal
eu-west-2,r6id.xlarge
eu-west-2,c6gn.8xlarge
eu-west-2,t3a.xlarge
eu-west-2,r5ad.4xlarge
eu-west-2,inf2.48xlarge
eu-west-2,m6a.12xlarge
eu-west-2,m5ad.12xlarge
eu-west-2,r5d.16xlarge
eu-west-2,t3.nano
eu-west-2,r4.8xlarge
eu-west-2,m4.4xlarge
eu-west-2,c6gn.xlarge
eu-west-2,c7i-flex.8xlarge
eu-west-2,r6gd.8xlarge
eu-west-2,m5.2xlarge
eu-west-2,m6a.2xlarge
eu-west-2,c5a.4xlarge
eu-west-2,g4dn.xlarge
eu-west-2,m5ad.2xlarge
eu-west-2,i3en.3xlarge
eu-west-2,c4.4xlarge
eu-west-2,m6gd.16xlarge
eu-west-2,c5d.xlarge
eu-west-2,m5a.12xlarge
eu-west-2,c5d.18xlarge
eu-west-2,t3.large
eu-west-2,r5n.4xlarge
eu-west-2,im4gn.2xlarge
eu-west-2,x2iedn.32xlarge
eu-west-2,d3.2xlarge
eu-west-2,r5b.16xlarge
eu-west-2,m8g.xlarge
eu-west-2,c5n.metal
eu-west-2,c6id.2xlarge
eu-west-2,r5n.large
eu-west-2,c6i.xlarge
eu-west-2,r5.large
eu-west-2,f2.12xlarge
eu-west-2,c7i.2xlarge
eu-west-2,r6gd.metal
eu-west-2,m6g.12xlarge
eu-west-2,c6in.24xlarge
eu-west-2,g5.4xlarge
eu-west-2,r4.xlarge
eu-west-2,is4gen.8xlarge
eu-west-2,r5b.4xlarge
eu-west-2,c7g.medium
eu-west-2,t3a.medium
eu-west-2,x2idn.32xlarge
eu-west-2,r6id.2xlarge
eu-west-2,c6g.medium
eu-west-2,t4g.xlarge
eu-west-2,r5d.metal
eu-west-2,i3en.2xlarge
eu-west-2,x1.32xlarge
eu-west-2,r7i.2xlarge
eu-west-2,i4i.16xlarge
eu-west-2,r5ad.8xlarge
eu-west-2,is4gen.xlarge
eu-west-2,r6i.24xlarge
eu-west-2,t4g.medium
eu-west-2,x2idn.metal
eu-west-2,c7i.xlarge
eu-west-2,is4gen.2xlarge
eu-west-2,c5d.large
eu-west-2,r7i.metal-24xl
eu-west-2,t2.micro
eu-west-2,m7g.large
eu-west-2,r5.8xlarge
eu-west-2,c6a.metal
eu-west-2,r5d.xlarge
eu-west-2,i4i.24xlarge
eu-west-2,m6g.4xlarge
eu-west-2,r6g.4xlarge
eu-west-2,m5d.large
eu-west-2,m6gd.8xlarge
eu-west-2,r5ad.12xlarge
eu-west-2,m6a.xlarge
eu-west-2,m5a.large
eu-west-2,m7i.12xlarge
eu-west-2,m6id.32xlarge
eu-west-2,c6id.16xlarge
eu-west-2,c6a.48xlarge
eu-west-2,r7i.4xlarge
eu-west-2,m8g.8xlarge
eu-west-2,t4g.large
eu-west-2,c4.2xlarge
eu-west-2,c4.large
eu-west-2,c6g.4xlarge
eu-west-2,c6i.12xlarge
eu-west-2,c6a.2xlarge
eu-west-2,m8g.medium
eu-west-2,m7i.24xlarge
eu-west-2,m7i.metal-48xl
eu-west-2,z1d.6xlarge
eu-west-2,c6a.8xlarge
eu-west-2,m7i.2xlarge
eu-west-2,r6g.2xlarge
eu-west-2,m4.10xlarge
eu-west-2,m7i.large
eu-west-2,r5b.2xlarge
eu-west-2,c7i.48xlarge
eu-west-2,r5n.8xlarge
eu-west-2,r5d.12xlarge
eu-west-2,g4ad.4xlarge
eu-west-2,m6gd.12xlarge
eu-west-2,x2iedn.2xlarge
eu-west-2,is4gen.medium
eu-west-2,r7g.12xlarge
eu-west-2,c7i.4xlarge
eu-west-2,r5.xlarge
eu-west-2,t4g.micro
eu-west-2,c6a.32xlarge
eu-west-2,g6.16xlarge
eu-west-2,r7i.8xlarge
eu-west-2,c6id.metal
eu-west-2,r6i.4xlarge
eu-west-2,i3en.6xlarge
eu-west-2,m6i.large
eu-west-2,c6id.32xlarge
eu-west-2,c5d.4xlarge
eu-west-2,c7i.12xlarge
eu-west-2,r6gd.4xlarge
eu-west-2,m6i.4xlarge
eu-west-2,c6in.16xlarge
eu-west-2,r7g.4xlarge
eu-west-2,g4ad.2xlarge
eu-west-2,r6i.metal
eu-west-2,r5n.12xlarge
eu-west-2,m8g.metal-48xl
eu-west-2,gr6.8xlarge
eu-west-2,d3.4xlarge
eu-west-2,r6gd.16xlarge
eu-west-2,z1d.12xlarge
eu-west-2,g6.8xlarge
eu-west-2,m8g.24xlarge
eu-west-2,t4g.2xlarge
eu-west-2,r7i.24xlarge
eu-west-2,m8g.16xlarge
eu-west-2,m6gd.xlarge
eu-west-2,m5ad.4xlarge
eu-west-2,c6gn.12xlarge
eu-west-2,r5d.large
eu-west-2,g4dn.metal
eu-west-2,r5n.xlarge
eu-west-2,m5.24xlarge
eu-west-2,g5.24xlarge
eu-west-2,c5d.9xlarge
eu-west-2,c6i.24xlarge
eu-west-2,m8g.2xlarge
eu-west-2,c5.24xlarge
eu-west-2,c6g.12xlarge
eu-west-2,r6id.4xlarge
eu-west-2,m6id.metal
eu-west-2,m6g.16xlarge
eu-west-2,m5ad.24xlarge
eu-west-2,c6gn.16xlarge
eu-west-2,m8g.4xlarge
eu-west-2,c6in.8xlarge
eu-west-2,x1.16xlarge
eu-west-2,i3.16xlarge
eu-west-2,inf2.24xlarge
eu-west-2,r5b.large
eu-west-2,c7i.8xlarge
eu-west-2,c7g.8xlarge
eu-west-2,c6in.2xlarge
eu-west-2,m6a.24xlarge
eu-west-2,im4gn.xlarge
eu-west-2,m5.xlarge
eu-west-2,f1.4xlarge
eu-west-2,r6id.24xlarge
eu-west-2,i7ie.6xlarge
eu-west-2,c5.18xlarge
eu-west-2,c7g.large
eu-west-2,t3.xlarge
eu-west-2,i4i.xlarge
eu-west-2,m5d.12xlarge
eu-west-2,m6a.8xlarge
eu-west-2,c6id.xlarge
eu-west-2,c6g.16xlarge
eu-west-2,t3a.large
eu-west-2,r6id.16xlarge
eu-west-2,c6id.large
eu-west-2,c5.large
eu-west-2,m6a.16xlarge
eu-west-2,m5ad.16xlarge
eu-west-2,c7i.metal-48xl
eu-west-2,im4gn.8xlarge
eu-west-2,m6g.8xlarge
eu-west-2,m5d.metal
eu-west-2,g4dn.2xlarge
eu-west-2,c7g.12xlarge
eu-west-2,g5.2xlarge
eu-west-2,c6a.16xlarge
eu-west-2,c5d.12xlarge
eu-west-2,c5a.large
eu-west-2,t2.2xlarge
eu-west-2,c5.2xlarge
eu-west-2,m7g.16xlarge
eu-west-2,c6i.16xlarge
eu-west-2,r6id.metal
eu-west-2,m6g.2xlarge
eu-west-2,g5.16xlarge
eu-west-2,t2.large
eu-west-2,c6i.32xlarge
eu-west-2,m5.16xlarge
eu-west-2,g6.xlarge
eu-west-2,c6in.4xlarge
eu-west-2,c5a.2xlarge
eu-west-2,i7ie.18xlarge
eu-west-2,r5.12xlarge
eu-west-2,r6id.32xlarge
eu-west-2,g6.48xlarge
eu-west-2,r5a.24xlarge
eu-west-2,c5.xlarge
eu-west-2,r7i.large
eu-west-2,m7g.8xlarge
eu-west-2,f2.6xlarge
eu-west-2,r6g.12xlarge
eu-west-2,r6id.12xlarge
eu-west-2,im4gn.4xlarge
eu-west-2,g5.48xlarge
eu-west-2,p3.16xlarge
eu-west-2,f2.48xlarge
eu-west-2,r6i.16xlarge
eu-west-2,i7ie.2xlarge
eu-west-2,i3.8xlarge
eu-west-2,m5.4xlarge
eu-west-2,c6i.8xlarge
eu-west-2,d2.4xlarge
eu-west-2,g6.24xlarge
eu-west-2,t2.small
eu-west-2,r7i.12xlarge
eu-west-2,r6g.medium
eu-west-2,r5.2xlarge
eu-west-2,m6a.32xlarge
eu-west-2,c6g.8xlarge
eu-west-2,c5a.xlarge
eu-west-2,c6id.12xlarge
eu-west-2,c6id.4xlarge
eu-west-2,c5n.xlarge
eu-west-2,m5d.16xlarge
eu-west-2,c6g.2xlarge
eu-west-2,r5n.metal
eu-west-2,g4ad.16xlarge
eu-west-2,c6gn.medium
eu-west-2,inf1.2xlarge
eu-west-2,m7i.16xlarge
eu-west-2,i7ie.48xlarge
eu-west-2,i4i.2xlarge
eu-west-2,m6id.24xlarge
eu-west-2,r6gd.xlarge
eu-west-2,m5a.xlarge
eu-west-2,m5d.2xlarge
eu-west-2,m6gd.medium
eu-west-2,r7g.16xlarge
eu-west-2,c6gd.xlarge
eu-west-2,t3.micro
eu-west-2,r5d.2xlarge
eu-west-2,z1d.large
eu-west-2,c5d.24xlarge
eu-west-2,i3en.metal
eu-west-2,c7i-flex.large
eu-west-2,r6i.xlarge
eu-west-2,im4gn.16xlarge
eu-west-2,r5ad.large
eu-west-2,c6a.4xlarge
eu-west-2,m6g.xlarge
eu-west-2,r5ad.16xlarge
eu-west-2,i3.metal
eu-west-2,g5.12xlarge
eu-west-2,c6gd.8xlarge
eu-west-2,m6i.xlarge
eu-west-2,r7i.metal-48xl
eu-west-2,c7g.4xlarge
eu-west-2,c6i.metal
eu-west-2,r6id.large
eu-west-2,d2.2xlarge
eu-west-2,p5.48xlarge
eu-west-2,m7i-flex.4xlarge
eu-west-2,gr6.4xlarge
eu-west-2,r6i.8xlarge
eu-west-2,r5ad.24xlarge
eu-west-2,m6i.8xlarge
eu-west-2,c6gd.16xlarge
eu-west-2,c6g.xlarge
eu-west-2,m4.16xlarge
eu-west-2,u-6tb1.56xlarge
eu-west-2,m5a.16xlarge
eu-west-2,r6g.xlarge
eu-west-2,r4.large
eu-west-2,c6gd.large
eu-west-2,m6i.12xlarge
eu-west-2,m8g.48xlarge
eu-west-2,c4.xlarge
eu-west-2,c7i-flex.2xlarge
eu-west-2,m6a.large
eu-west-2,r5d.8xlarge
eu-west-2,c6in.large
eu-west-2,r7g.metal
eu-west-2,m5.12xlarge
eu-west-2,m5ad.large
eu-west-2,t3.small
eu-west-2,r6i.large
eu-west-2,g5.8xlarge
eu-west-2,r7i.16xlarge
eu-west-2,c7i.16xlarge
eu-west-2,r5a.16xlarge
eu-west-2,m6gd.metal
eu-west-2,g6.12xlarge
eu-west-2,m5.large
eu-west-2,r5n.2xlarge
eu-west-2,z1d.metal
eu-west-2,r7g.2xlarge
eu-west-2,r5a.8xlarge
eu-west-2,c7i-flex.4xlarge
eu-west-2,m7g.4xlarge
eu-west-2,c6a.24xlarge
eu-west-2,c5n.18xlarge
eu-west-2,x2iedn.8xlarge
eu-west-2,t4g.nano
eu-west-2,c6gd.12xlarge
eu-west-2,i3.4xlarge
eu-west-2,i4i.large
eu-west-2,r5b.8xlarge
eu-west-2,i3en.12xlarge
eu-west-2,c5n.9xlarge
eu-west-2,c6gd.medium
eu-west-2,c7i.24xlarge
eu-west-2,m5d.8xlarge
eu-west-2,t3.medium
eu-west-2,c5.metal
eu-west-2,i3.large
eu-west-2,t4g.small
eu-west-2,d3.8xlarge
eu-west-2,m7i.8xlarge
eu-west-2,m7g.metal
eu-west-2,c5a.8xlarge
eu-west-2,t3a.nano
eu-west-2,g4ad.xlarge
eu-west-2,mac1.metal
eu-west-2,c5a.24xlarge
eu-west-2,r5n.24xlarge
eu-west-2,f1.2xlarge
eu-west-2,i7ie.3xlarge
eu-west-2,m5d.4xlarge
eu-west-2,m7i.4xlarge
eu-west-2,g6.4xlarge
eu-west-2,m6a.metal
eu-west-2,m8g.metal-24xl
eu-west-2,m7i-flex.8xlarge
eu-west-2,p3.8xlarge
eu-west-2,m7g.medium
eu-west-2,m4.2xlarge
eu-west-2,r5a.xlarge
eu-west-2,r5ad.xlarge
eu-west-2,m6id.xlarge
eu-west-2,m4.xlarge
eu-west-2,inf1.xlarge
eu-west-2,i4i.8xlarge
eu-west-2,i7ie.xlarge
eu-west-2,m5d.24xlarge
eu-west-2,z1d.3xlarge
eu-west-2,g4dn.8xlarge
eu-west-2,m5.8xlarge
eu-west-2,g4dn.16xlarge
eu-west-2,d3.xlarge
eu-west-2,c6in.xlarge
eu-west-2,r5a.2xlarge
eu-west-2,r5b.metal
eu-west-2,c6a.12xlarge
eu-west-2,m7i-flex.xlarge
eu-west-2,r5b.xlarge
eu-west-2,r6gd.2xlarge
eu-west-2,i3.xlarge
eu-west-2,r5.24xlarge
eu-west-2,u-9tb1.112xlarge
eu-west-2,m5a.2xlarge
eu-west-2,c6g.large
eu-west-2,is4gen.4xlarge
eu-west-2,p3.2xlarge
eu-west-2,m7g.2xlarge
eu-west-2,m6gd.4xlarge
eu-west-2,c5.4xlarge
eu-west-2,c5n.large
eu-west-2,t2.medium
eu-west-2,c6in.32xlarge
eu-west-2,r4.2xlarge
eu-west-2,is4gen.large
eu-west-2,c6gd.2xlarge
eu-west-2,i3en.24xlarge
eu-west-2,r5d.24xlarge
eu-west-2,i7ie.12xlarge
eu-west-2,r6g.16xlarge
eu-west-2,c6i.large
eu-west-2,i4i.32xlarge
eu-west-2,inf1.24xlarge
eu-west-2,r6id.8xlarge
eu-west-2,inf1.6xlarge
eu-west-2,r5a.4xlarge
eu-west-2,c5a.16xlarge
eu-west-2,m6id.large
eu-west-2,m6i.32xlarge
eu-west-2,m7i.xlarge
eu-west-2,c5n.2xlarge
eu-west-2,m5.metal
eu-west-2,m8g.12xlarge
eu-west-2,c7g.2xlarge
eu-west-2,i7ie.24xlarge
eu-west-2,c6gn.large
eu-west-2,m6gd.2xlarge
eu-west-2,m5ad.8xlarge
eu-west-2,c5d.metal
eu-west-2,r5a.12xlarge
eu-west-2,m6id.4xlarge
eu-west-2,r7g.8xlarge
eu-west-2,r7g.xlarge
eu-west-2,i4i.metal
eu-west-2,m7i-flex.2xlarge
eu-west-2,p5e.48xlarge
eu-west-2,m7g.xlarge
eu-west-2,r6g.metal
eu-west-2,c6i.2xlarge
eu-west-2,r5.16xlarge
eu-west-2,c6gd.metal
eu-west-2,m6gd.large
eu-west-2,d2.xlarge
eu-west-2,m4.large
eu-west-2,m6id.2xlarge
eu-west-2,c6g.metal
eu-west-2,m7i.metal-24xl
eu-west-2,t3a.micro
eu-west-2,c6id.8xlarge
eu-west-2,t2.xlarge
eu-west-2,g4dn.4xlarge
eu-west-2,i7ie.large
eu-west-2,c6i.4xlarge
eu-west-2,x2iedn.4xlarge
eu-west-2,im4gn.large
eu-west-2,r6gd.large
eu-west-2,r6g.large
eu-west-2,m5a.24xlarge
eu-west-2,g4dn.12xlarge
eu-west-2,c7i-flex.16xlarge
eu-west-2,c5.12xlarge
eu-west-2,x2idn.24xlarge
eu-west-2,c7i-flex.xlarge
eu-west-2,r7g.large
eu-west-2,c6gn.4xlarge
eu-west-2,r7i.xlarge
eu-west-2,g6.2xlarge
eu-west-2,r5.4xlarge
eu-west-2,r7g.medium
eu-west-2,c6gd.4xlarge
eu-west-2,m6g.medium
eu-west-2,c6a.large
eu-west-2,m5d.xlarge
eu-west-2,g5.xlarge
eu-west-2,m6id.16xlarge
eu-west-2,c4.8xlarge
eu-west-2,c5a.12xlarge
eu-west-2,r5a.large
eu-west-2,m6g.metal
eu-west-2,r5b.24xlarge
eu-west-2,m6g.large
eu-west-2,r6gd.12xlarge
eu-west-2,r5b.12xlarge
eu-west-2,m7g.12xlarge
eu-west-1,c7i.metal-24xl
eu-west-1,m6i.16xlarge
eu-west-1,i3.2xlarge
eu-west-1,c7a.48xlarge
eu-west-1,r5ad.2xlarge
eu-west-1,x1e.8xlarge
eu-west-1,inf2.8xlarge
eu-west-1,r7gd.medium
eu-west-1,m7gd.16xlarge
eu-west-1,c7g.xlarge
eu-west-1,r8g.4xlarge
eu-west-1,c6in.12xlarge
eu-west-1,m7a.16xlarge
eu-west-1,r6i.12xlarge
eu-west-1,c5.9xlarge
eu-west-1,c7gd.4xlarge
eu-west-1,r6i.32xlarge
eu-west-1,m7a.large
eu-west-1,vt1.6xlarge
eu-west-1,c7gd.xlarge
eu-west-1,hpc7a.12xlarge
eu-west-1,i4i.4xlarge
eu-west-1,t3a.2xlarge
eu-west-1,c6id.24xlarge
eu-west-1,r6a.xlarge
eu-west-1,m6id.12xlarge
eu-west-1,x2iedn.metal
eu-west-1,x1e.16xlarge
eu-west-1,i3en.xlarge
eu-west-1,i4g.4xlarge
eu-west-1,c6in.metal
eu-west-1,z1d.xlarge
eu-west-1,m6a.4xlarge
eu-west-1,c6a.xlarge
eu-west-1,r4.16xlarge
eu-west-1,m6id.8xlarge
eu-west-1,c7gd.medium
eu-west-1,x2iedn.24xlarge
eu-west-1,m1.small
eu-west-1,r6a.large
eu-west-1,i4i.12xlarge
